	m1	m2	m3	vs	a12	lx	lphix	lsx	dmphiSq	dlphi	dmsSq	dls	dmxSq	dlx	dlphis	dlphix	dlsx	dT1	dT2	dT3	dT4	dT5	dT6	status_nlo_stability	status_ewsr	status_tracing	status_coex_pairs	runtime	status_crit_0	T_crit_0	w1_crit_false_0	wx_crit_false_0	ws_crit_false_0	w1_crit_true_0	wx_crit_true_0	ws_crit_true_0	status_bounce_sol_0	status_nucl_approx_0	T_nucl_approx_0	w1_nucl_approx_false_0	wx_nucl_approx_false_0	ws_nucl_approx_false_0	w1_nucl_approx_true_0	wx_nucl_approx_true_0	ws_nucl_approx_true_0	status_nucl_0	T_nucl_0	w1_nucl_false_0	wx_nucl_false_0	ws_nucl_false_0	w1_nucl_true_0	wx_nucl_true_0	ws_nucl_true_0	status_perc_0	T_perc_0	w1_perc_false_0	wx_perc_false_0	ws_perc_false_0	w1_perc_true_0	wx_perc_true_0	ws_perc_true_0	status_compl_0	T_compl_0	w1_compl_false_0	wx_compl_false_0	ws_compl_false_0	w1_compl_true_0	wx_compl_true_0	ws_compl_true_0	transition_history
1	125.09	300	400	200	0.2	0.1	0.05	0.05	-931.11769222175701	-0.01056466237170013	2223.3679704856036	-0.02499871234874361	22.605908819906503	0	-0.002265597455028621	0	0	-0	-0	-0	-1.2876423430636162e-10	-0	0	success	ew_sym_res	success	success	25.341999999999999	success	162.05976502096183	5.1931709705977578e-08	4.2341199995344525e-11	216.15111319532281	21.373247186034586	-3.7609242992488559e-12	216.01762148791852	success	success	162.05090659778909	3.5129097513877661e-07	2.217222038391065e-12	216.15156989491638	22.187054421096324	4.9346771287632845e-11	216.00770613317761	success	162.05120408195012	-8.1269421859630474e-08	3.4282106741631691e-11	216.15155455096962	22.161965459178436	2.6245886242297677e-11	216.00801635547987	success	162.04863457345277	2.1658131131782292e-07	-2.9881100643460231e-11	216.15168711487118	22.37917175144981	3.6467518706399783e-11	216.00531802660058	success	162.04846198950406	5.1567592446586728e-07	3.4251515467022432e-11	216.15169601780215	22.393564747101045	-7.4239440475631444e-11	216.00513836333667	0-(0)->1
