1 0.2 0.1 0.1 10 500 0.3 500
2 0.2 0.1 0.1 60 500 0.3 500
3 0.2 0.1 0.1 110 500 0.3 500
4 0.2 0.1 0.1 160 500 0.3 500
5 0.2 0.1 0.1 210 500 0.3 500
6 0.2 0.1 0.1 260 500 0.3 500
7 0.2 0.1 0.1 310 500 0.3 500
8 0.2 0.1 0.1 360 500 0.3 500
9 0.2 0.1 0.1 410 500 0.3 500
10 0.2 0.1 0.1 460 500 0.3 500
11 0.2 0.1 0.1 510 500 0.3 500
12 0.2 0.1 0.1 560 500 0.3 500
13 0.2 0.1 0.1 610 500 0.3 500
14 0.2 0.1 0.1 660 500 0.3 500
15 0.2 0.1 0.1 710 500 0.3 500
16 0.2 0.1 0.1 760 500 0.3 500
17 0.2 0.1 0.1 810 500 0.3 500
18 0.2 0.1 0.1 860 500 0.3 500
19 0.2 0.1 0.1 910 500 0.3 500
20 0.2 0.1 0.1 1000 500 0.3 500
21 0.2 0.1 0.2 10 500 0.3 500
22 0.2 0.1 0.2 60 500 0.3 500
23 0.2 0.1 0.2 110 500 0.3 500
24 0.2 0.1 0.2 160 500 0.3 500
25 0.2 0.1 0.2 210 500 0.3 500
26 0.2 0.1 0.2 260 500 0.3 500
27 0.2 0.1 0.2 310 500 0.3 500
28 0.2 0.1 0.2 360 500 0.3 500
29 0.2 0.1 0.2 410 500 0.3 500
30 0.2 0.1 0.2 460 500 0.3 500
31 0.2 0.1 0.2 510 500 0.3 500
32 0.2 0.1 0.2 560 500 0.3 500
33 0.2 0.1 0.2 610 500 0.3 500
34 0.2 0.1 0.2 660 500 0.3 500
35 0.2 0.1 0.2 710 500 0.3 500
36 0.2 0.1 0.2 760 500 0.3 500
37 0.2 0.1 0.2 810 500 0.3 500
38 0.2 0.1 0.2 860 500 0.3 500
39 0.2 0.1 0.2 910 500 0.3 500
40 0.2 0.1 0.2 1000 500 0.3 500
41 0.2 0.1 0.3 10 500 0.3 500
42 0.2 0.1 0.3 60 500 0.3 500
43 0.2 0.1 0.3 110 500 0.3 500
44 0.2 0.1 0.3 160 500 0.3 500
45 0.2 0.1 0.3 210 500 0.3 500
46 0.2 0.1 0.3 260 500 0.3 500
47 0.2 0.1 0.3 310 500 0.3 500
48 0.2 0.1 0.3 360 500 0.3 500
49 0.2 0.1 0.3 410 500 0.3 500
50 0.2 0.1 0.3 460 500 0.3 500
51 0.2 0.1 0.3 510 500 0.3 500
52 0.2 0.1 0.3 560 500 0.3 500
53 0.2 0.1 0.3 610 500 0.3 500
54 0.2 0.1 0.3 660 500 0.3 500
55 0.2 0.1 0.3 710 500 0.3 500
56 0.2 0.1 0.3 760 500 0.3 500
57 0.2 0.1 0.3 810 500 0.3 500
58 0.2 0.1 0.3 860 500 0.3 500
59 0.2 0.1 0.3 910 500 0.3 500
60 0.2 0.1 0.3 1000 500 0.3 500
61 0.2 0.1 0.4 10 500 0.3 500
62 0.2 0.1 0.4 60 500 0.3 500
63 0.2 0.1 0.4 110 500 0.3 500
64 0.2 0.1 0.4 160 500 0.3 500
65 0.2 0.1 0.4 210 500 0.3 500
66 0.2 0.1 0.4 260 500 0.3 500
67 0.2 0.1 0.4 310 500 0.3 500
68 0.2 0.1 0.4 360 500 0.3 500
69 0.2 0.1 0.4 410 500 0.3 500
70 0.2 0.1 0.4 460 500 0.3 500
71 0.2 0.1 0.4 510 500 0.3 500
72 0.2 0.1 0.4 560 500 0.3 500
73 0.2 0.1 0.4 610 500 0.3 500
74 0.2 0.1 0.4 660 500 0.3 500
75 0.2 0.1 0.4 710 500 0.3 500
76 0.2 0.1 0.4 760 500 0.3 500
77 0.2 0.1 0.4 810 500 0.3 500
78 0.2 0.1 0.4 860 500 0.3 500
79 0.2 0.1 0.4 910 500 0.3 500
80 0.2 0.1 0.4 1000 500 0.3 500
81 0.2 0.1 0.5 10 500 0.3 500
82 0.2 0.1 0.5 60 500 0.3 500
83 0.2 0.1 0.5 110 500 0.3 500
84 0.2 0.1 0.5 160 500 0.3 500
85 0.2 0.1 0.5 210 500 0.3 500
86 0.2 0.1 0.5 260 500 0.3 500
87 0.2 0.1 0.5 310 500 0.3 500
88 0.2 0.1 0.5 360 500 0.3 500
89 0.2 0.1 0.5 410 500 0.3 500
90 0.2 0.1 0.5 460 500 0.3 500
91 0.2 0.1 0.5 510 500 0.3 500
92 0.2 0.1 0.5 560 500 0.3 500
93 0.2 0.1 0.5 610 500 0.3 500
94 0.2 0.1 0.5 660 500 0.3 500
95 0.2 0.1 0.5 710 500 0.3 500
96 0.2 0.1 0.5 760 500 0.3 500
97 0.2 0.1 0.5 810 500 0.3 500
98 0.2 0.1 0.5 860 500 0.3 500
99 0.2 0.1 0.5 910 500 0.3 500
100 0.2 0.1 0.5 1000 500 0.3 500
101 0.2 0.1 0.6 10 500 0.3 500
102 0.2 0.1 0.6 60 500 0.3 500
103 0.2 0.1 0.6 110 500 0.3 500
104 0.2 0.1 0.6 160 500 0.3 500
105 0.2 0.1 0.6 210 500 0.3 500
106 0.2 0.1 0.6 260 500 0.3 500
107 0.2 0.1 0.6 310 500 0.3 500
108 0.2 0.1 0.6 360 500 0.3 500
109 0.2 0.1 0.6 410 500 0.3 500
110 0.2 0.1 0.6 460 500 0.3 500
111 0.2 0.1 0.6 510 500 0.3 500
112 0.2 0.1 0.6 560 500 0.3 500
113 0.2 0.1 0.6 610 500 0.3 500
114 0.2 0.1 0.6 660 500 0.3 500
115 0.2 0.1 0.6 710 500 0.3 500
116 0.2 0.1 0.6 760 500 0.3 500
117 0.2 0.1 0.6 810 500 0.3 500
118 0.2 0.1 0.6 860 500 0.3 500
119 0.2 0.1 0.6 910 500 0.3 500
120 0.2 0.1 0.6 1000 500 0.3 500
121 0.2 0.1 0.7 10 500 0.3 500
122 0.2 0.1 0.7 60 500 0.3 500
123 0.2 0.1 0.7 110 500 0.3 500
124 0.2 0.1 0.7 160 500 0.3 500
125 0.2 0.1 0.7 210 500 0.3 500
126 0.2 0.1 0.7 260 500 0.3 500
127 0.2 0.1 0.7 310 500 0.3 500
128 0.2 0.1 0.7 360 500 0.3 500
129 0.2 0.1 0.7 410 500 0.3 500
130 0.2 0.1 0.7 460 500 0.3 500
131 0.2 0.1 0.7 510 500 0.3 500
132 0.2 0.1 0.7 560 500 0.3 500
133 0.2 0.1 0.7 610 500 0.3 500
134 0.2 0.1 0.7 660 500 0.3 500
135 0.2 0.1 0.7 710 500 0.3 500
136 0.2 0.1 0.7 760 500 0.3 500
137 0.2 0.1 0.7 810 500 0.3 500
138 0.2 0.1 0.7 860 500 0.3 500
139 0.2 0.1 0.7 910 500 0.3 500
140 0.2 0.1 0.7 1000 500 0.3 500
141 0.2 0.1 0.8 10 500 0.3 500
142 0.2 0.1 0.8 60 500 0.3 500
143 0.2 0.1 0.8 110 500 0.3 500
144 0.2 0.1 0.8 160 500 0.3 500
145 0.2 0.1 0.8 210 500 0.3 500
146 0.2 0.1 0.8 260 500 0.3 500
147 0.2 0.1 0.8 310 500 0.3 500
148 0.2 0.1 0.8 360 500 0.3 500
149 0.2 0.1 0.8 410 500 0.3 500
150 0.2 0.1 0.8 460 500 0.3 500
151 0.2 0.1 0.8 510 500 0.3 500
152 0.2 0.1 0.8 560 500 0.3 500
153 0.2 0.1 0.8 610 500 0.3 500
154 0.2 0.1 0.8 660 500 0.3 500
155 0.2 0.1 0.8 710 500 0.3 500
156 0.2 0.1 0.8 760 500 0.3 500
157 0.2 0.1 0.8 810 500 0.3 500
158 0.2 0.1 0.8 860 500 0.3 500
159 0.2 0.1 0.8 910 500 0.3 500
160 0.2 0.1 0.8 1000 500 0.3 500
161 0.2 0.1 0.9 10 500 0.3 500
162 0.2 0.1 0.9 60 500 0.3 500
163 0.2 0.1 0.9 110 500 0.3 500
164 0.2 0.1 0.9 160 500 0.3 500
165 0.2 0.1 0.9 210 500 0.3 500
166 0.2 0.1 0.9 260 500 0.3 500
167 0.2 0.1 0.9 310 500 0.3 500
168 0.2 0.1 0.9 360 500 0.3 500
169 0.2 0.1 0.9 410 500 0.3 500
170 0.2 0.1 0.9 460 500 0.3 500
171 0.2 0.1 0.9 510 500 0.3 500
172 0.2 0.1 0.9 560 500 0.3 500
173 0.2 0.1 0.9 610 500 0.3 500
174 0.2 0.1 0.9 660 500 0.3 500
175 0.2 0.1 0.9 710 500 0.3 500
176 0.2 0.1 0.9 760 500 0.3 500
177 0.2 0.1 0.9 810 500 0.3 500
178 0.2 0.1 0.9 860 500 0.3 500
179 0.2 0.1 0.9 910 500 0.3 500
180 0.2 0.1 0.9 1000 500 0.3 500
181 0.2 0.1 1 10 500 0.3 500
182 0.2 0.1 1 60 500 0.3 500
183 0.2 0.1 1 110 500 0.3 500
184 0.2 0.1 1 160 500 0.3 500
185 0.2 0.1 1 210 500 0.3 500
186 0.2 0.1 1 260 500 0.3 500
187 0.2 0.1 1 310 500 0.3 500
188 0.2 0.1 1 360 500 0.3 500
189 0.2 0.1 1 410 500 0.3 500
190 0.2 0.1 1 460 500 0.3 500
191 0.2 0.1 1 510 500 0.3 500
192 0.2 0.1 1 560 500 0.3 500
193 0.2 0.1 1 610 500 0.3 500
194 0.2 0.1 1 660 500 0.3 500
195 0.2 0.1 1 710 500 0.3 500
196 0.2 0.1 1 760 500 0.3 500
197 0.2 0.1 1 810 500 0.3 500
198 0.2 0.1 1 860 500 0.3 500
199 0.2 0.1 1 910 500 0.3 500
200 0.2 0.1 1 1000 500 0.3 500
