133	0.977	80.355
134	0.921	80.355
135	0.874	80.355
136	0.833	80.355
137	0.798	80.355
138	0.767	80.355
139	0.74	80.355
140	0.715	80.355
141	0.693	80.355
142	0.673	80.355
143	0.655	80.355
144	0.638	80.355
145	0.622	80.355
146	0.608	80.355
147	0.595	80.355
148	0.582	80.355
149	0.57	80.355
150	0.56	80.355
151	0.549	80.355
152	0.54	80.355
153	0.53	80.355
154	0.522	80.355
155	0.514	80.355
156	0.506	80.355
157	0.498	80.355
158	0.491	80.355
159	0.485	80.355
160	0.478	80.355
161	0.472	80.355
162	0.466	80.355
163	0.46	80.355
164	0.455	80.355
165	0.45	80.355
166	0.445	80.355
167	0.44	80.355
168	0.435	80.355
169	0.431	80.355
170	0.426	80.355
171	0.422	80.355
172	0.418	80.355
173	0.414	80.355
174	0.41	80.355
175	0.407	80.355
176	0.403	80.355
177	0.4	80.355
178	0.396	80.355
179	0.393	80.355
180	0.39	80.355
181	0.387	80.355
182	0.384	80.355
183	0.381	80.355
184	0.378	80.355
185	0.375	80.355
186	0.373	80.355
187	0.37	80.355
188	0.368	80.355
189	0.365	80.355
190	0.363	80.355
191	0.36	80.355
192	0.358	80.355
193	0.356	80.355
194	0.353	80.355
195	0.351	80.355
196	0.349	80.355
197	0.347	80.355
198	0.345	80.355
199	0.343	80.355
200	0.341	80.355
201	0.339	80.355
202	0.337	80.355
203	0.335	80.355
204	0.334	80.355
205	0.332	80.355
206	0.33	80.355
207	0.328	80.355
208	0.327	80.355
209	0.325	80.355
210	0.324	80.355
211	0.322	80.355
212	0.32	80.355
213	0.319	80.355
214	0.317	80.355
215	0.316	80.355
216	0.315	80.355
217	0.313	80.355
218	0.312	80.355
219	0.31	80.355
220	0.309	80.355
221	0.308	80.355
222	0.306	80.355
223	0.305	80.355
224	0.304	80.355
225	0.303	80.355
226	0.301	80.355
227	0.3	80.355
228	0.299	80.355
229	0.298	80.355
230	0.297	80.355
231	0.296	80.355
232	0.295	80.355
233	0.293	80.355
234	0.292	80.355
235	0.291	80.355
236	0.29	80.355
237	0.289	80.355
238	0.288	80.355
239	0.287	80.355
240	0.286	80.355
241	0.285	80.355
242	0.284	80.355
243	0.283	80.355
244	0.282	80.355
245	0.281	80.355
246	0.281	80.355
247	0.28	80.355
248	0.279	80.355
249	0.278	80.355
250	0.277	80.355
251	0.276	80.355
252	0.275	80.355
253	0.274	80.355
254	0.274	80.355
255	0.273	80.355
256	0.272	80.355
257	0.271	80.355
258	0.27	80.355
259	0.27	80.355
260	0.269	80.355
261	0.268	80.355
262	0.267	80.355
263	0.267	80.355
264	0.266	80.355
265	0.265	80.355
266	0.264	80.355
267	0.264	80.355
268	0.263	80.355
269	0.262	80.355
270	0.262	80.355
271	0.261	80.355
272	0.26	80.355
273	0.26	80.355
274	0.259	80.355
275	0.258	80.355
276	0.258	80.355
