10	4.10E+003	47.3	-36.8	 6.2	 5.6	 2.7	0
15	2.37E+003	33.4	-27.3	 4.9	 4.0	 2.8	0
20	1.09E+003	24.9	-20.9	 4.3	 3.1	 2.9	0
25	5.72E+002	20.3	-16.9	 4.0	 2.6	 3.0	0
30	3.40E+002	18	-14.6	 3.9	 2.5	 3.0	0
35	2.24E+002	15.8	-13.3	 3.8	 2.3	 3.0	0
40	1.60E+002	14.1	-12.6	 3.7	 2.2	 3.0	0
45	1.21E+002	12.8	-11.8	 3.7	 2.1	 3.0	0
50	9.49E+001	11.8	-11.3	 3.6	 2.1	 3.0	0
55	7.71E+001	11.1	-10.8	 3.6	 2.0	 2.9	0
60	6.41E+001	10.5	-10.4	 3.5	 2.0	 2.9	0
65	5.44E+001	9.9	-10	 3.5	 2.0	 2.8	0
70	4.68E+001	9.5	-9.7	 3.4	 1.9	 2.8	0
75	4.07E+001	9.2	-9.5	 3.4	 1.9	 2.8	0
80	3.58E+001	8.9	-9.2	 3.3	 1.9	 2.8	0
85	3.17E+001	8.6	-9	 3.3	 1.9	 2.7	0
90	2.83E+001	8.4	-8.8	 3.3	 1.9	 2.7	0
95	2.54E+001	8.2	-8.7	 3.3	 1.9	 2.7	0
100	2.29E+001	8	-8.5	 3.3	 1.9	 2.7	1.0418
105	2.08E+001	7.8	-8.4	 3.2	 1.9	 2.6	1.0436
110	1.89E+001	7.7	-8.3	 3.2	 1.9	 2.6	1.0455
115	1.73E+001	7.5	-8.2	 3.2	 1.8	 2.6	1.0474
120	1.58E+001	7.4	-8	 3.2	 1.8	 2.6	1.0494
125	1.46E+001	7.3	-7.9	 3.2	 1.8	 2.6	1.0514
130	1.34E+001	7.1	-7.8	 3.2	 1.8	 2.6	1.0534
135	1.24E+001	7	-7.7	 3.2	 1.8	 2.6	1.0553
140	1.15E+001	6.9	-7.7	 3.2	 1.8	 2.6	1.0571
145	1.07E+001	6.8	-7.6	 3.1	 1.8	 2.6	1.0587
150	9.97E+000	6.8	-7.5	 3.1	 1.8	 2.5	1.0598
160	8.71E+000	6.6	-7.4	 3.1	 1.9	 2.5	1.0486
170	7.66E+000	6.4	-7.2	 3.2	 1.9	 2.5	1.0206
180	6.79E+000	6.3	-7.1	 3.2	 1.9	 2.5	1.0053
190	6.06E+000	6.2	-7	 3.2	 1.9	 2.5	0.9872
200	5.44E+000	6.2	-6.9	 3.2	 1.9	 2.5	0.9793
210	4.91E+000	6.1	-6.8	 3.2	 1.9	 2.5	0.9761
220	4.46E+000	6.1	-6.7	 3.2	 2.0	 2.5	0.9749
230	4.07E+000	6.1	-6.6	 3.2	 2.0	 2.5	0.9749
240	3.73E+000	6	-6.5	 3.2	 2.0	 2.5	0.9755
250	3.45E+000	6	-6.4	 3.3	 2.1	 2.5	0.9762
260	3.20E+000	6	-6.4	 3.3	 2.1	 2.5	0.9772
270	2.98E+000	6	-6.3	 3.3	 2.2	 2.5	0.9783
280	2.80E+000	5.9	-6.3	 3.4	 2.2	 2.5	0.9795
290	2.64E+000	5.9	-6.2	 3.4	 2.3	 2.6	0.9805
300	2.51E+000	5.9	-6.1	 3.5	 2.3	 2.6	0.9813
310	2.41E+000	5.9	-6.1	 3.5	 2.4	 2.6	0.9819
320	2.34E+000	5.9	-6	 3.5	 2.4	 2.6	0.982
330	2.29E+000	5.9	-5.9	 3.6	 2.5	 2.6	0.9813
340	2.30E+000	5.9	-5.9	 3.6	 2.5	 2.6	0.9779
350	2.44E+000	5.9	-5.8	 3.7	 2.6	 2.6	0.9595
360	2.50E+000	6	-5.7	 3.7	 2.6	 2.6	0.9608
370	2.47E+000	6	-5.7	 3.8	 2.7	 2.7	0.9642
380	2.38E+000	6	-5.6	 3.9	 2.8	 2.7	0.9677
390	2.26E+000	6	-5.6	 3.9	 2.8	 2.7	0.9713
400	2.12E+000	6	-5.5	 4.0	 2.9	 2.7	0.9741
410	1.98E+000	6	-5.5	 4.0	 3.0	 2.7	0.9771
420	1.83E+000	6	-5.5	 4.1	 3.0	 2.7	0.9802
430	1.68E+000	6	-5.4	 4.1	 3.1	 2.7	0.983
440	1.54E+000	6	-5.4	 4.2	 3.2	 2.8	0.9853
