450	1.41E+000	6	-5.4	 4.3	 3.3	 2.8	0.9878
460	1.29E+000	6	-5.4	 4.3	 3.3	 2.8	0.99
470	1.18E+000	6	-5.3	 4.4	 3.4	 2.8	0.9921
480	1.07E+000	6	-5.3	 4.5	 3.5	 2.8	0.994
490	9.76E-001	6	-5.3	 4.5	 3.5	 2.8	0.9961
500	8.88E-001	6	-5.3	 4.6	 3.6	 2.8	0.9981
550	5.52E-001	6.1	-5.2	 5.0	 4.0	 2.9	1.0069
600	3.46E-001	6.2	-5.2	 5.3	 4.4	 3.0	1.0152
650	2.20E-001	6.2	-5.3	 5.7	 4.8	 3.1	1.0226
700	1.41E-001	6.3	-5.3	 6.2	 5.2	 3.2	1.0301
750	9.23E-002	6.4	-5.4	 6.6	 5.7	 3.3	1.0377
800	6.11E-002	6.5	-5.5	 7.0	 6.1	 3.4	1.0454
850	4.11E-002	6.6	-5.5	 7.5	 6.6	 3.5	1.0532
900	2.79E-002	6.7	-5.6	 7.9	 7.0	 3.7	1.061
950	1.92E-002	6.8	-5.7	 8.4	 7.5	 3.8	1.0695
1000	1.34E-002	7	-5.8	 8.9	 7.9	 3.9	1.0783
1050	9.38E-003	7.1	-5.9	 9.3	 8.4	 4.1	1.089
1100	6.65E-003	7.2	-5.9	 9.9	 8.9	 4.2	1.1004
1150	4.75E-003	7.3	-6	 10.4	 9.4	 4.3	1.1122
1200	3.42E-003	7.4	-6.1	 10.9	 9.9	 4.5	1.1242
1250	2.48E-003	7.5	-6.2	 11.5	 10.5	 4.7	1.1364
1300	1.82E-003	7.6	-6.3	 12.0	 11.0	 4.8	1.1475
1350	1.33E-003	7.7	-6.4	 12.6	 11.6	 5.0	1.1586
1400	9.86E-004	7.8	-6.5	 13.2	 12.2	 5.2	1.17
1450	7.33E-004	7.9	-6.6	 13.8	 12.8	 5.3	1.1816
1500	5.48E-004	8	-6.7	 14.5	 13.4	 5.5	1.1937
1550	4.11E-004	8.1	-6.8	 15.1	 14.0	 5.7	1.2069
1600	3.10E-004	8.1	-7	 15.8	 14.7	 5.9	1.2206
1650	2.35E-004	8.1	-7.1	 16.5	 15.3	 6.1	1.2347
1700	1.78E-004	8.2	-7.2	 17.3	 16.0	 6.4	1.2493
1750	1.36E-004	8.2	-7.7	 9.0	 3.3	 8.4	1.2644
1800	1.04E-004	8.2	-7.8	 10.6	 6.6	 8.3	1.2798
1850	7.97E-005	8.3	-7.9	 12.7	 9.7	 8.2	1.2955
1900	6.13E-005	8.3	-8	 14.9	 12.4	 8.2	1.3117
1950	4.73E-005	8.4	-8.1	 17.1	 14.9	 8.3	1.3283
2000	3.66E-005	8.4	-8.2	 19.1	 17.2	 8.3	1.3453
